%iy  id  it imin Q*      QH      QE      Qs      Qf      Wind  RH    Td    press  rain Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2004 46  21 0    -999.00 -999.00 -999.00 -999.00 -999.00 0.50  91.20 0.50  102.07 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  22 0    -999.00 -999.00 -999.00 -999.00 -999.00 0.70  92.70 -0.10 102.09 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 46  23 0    -999.00 -999.00 -999.00 -999.00 -999.00 0.90  93.30 -0.50 102.12 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  0  0    -999.00 -999.00 -999.00 -999.00 -999.00 0.90  94.20 -1.00 102.15 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  1  0    -999.00 -999.00 -999.00 -999.00 -999.00 0.80  94.70 -1.40 102.15 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  2  0    -999.00 -999.00 -999.00 -999.00 -999.00 1.00  94.60 -1.30 102.18 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  3  0    -999.00 -999.00 -999.00 -999.00 -999.00 0.90  94.00 -1.30 102.19 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  4  0    -999.00 -999.00 -999.00 -999.00 -999.00 1.20  92.20 -0.80 102.17 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  5  0    -999.00 -999.00 -999.00 -999.00 -999.00 0.80  90.80 -1.10 102.16 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  6  0    -999.00 -999.00 -999.00 -999.00 -999.00 1.10  88.60 -0.80 102.16 0.00 3.40   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  7  0    -999.00 -999.00 -999.00 -999.00 -999.00 1.10  88.50 -0.70 102.19 0.00 28.60  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  8  0    -999.00 -999.00 -999.00 -999.00 -999.00 2.30  93.00 -0.70 102.22 0.00 58.00  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  9  0    -999.00 -999.00 -999.00 -999.00 -999.00 2.60  97.70 -0.60 102.25 0.00 78.90  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  10 0    -999.00 -999.00 -999.00 -999.00 -999.00 2.40  99.00 0.70  102.26 0.10 85.80  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  11 0    -999.00 -999.00 -999.00 -999.00 -999.00 2.10  99.20 1.20  102.22 0.10 59.30  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  12 0    -999.00 -999.00 -999.00 -999.00 -999.00 1.90  99.30 1.10  102.18 0.00 68.90  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  13 0    -999.00 -999.00 -999.00 -999.00 -999.00 2.80  99.20 0.70  102.15 0.00 55.10  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  14 0    -999.00 -999.00 -999.00 -999.00 -999.00 2.90  99.00 1.10  102.10 0.10 31.70  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  15 0    -999.00 -999.00 -999.00 -999.00 -999.00 3.50  98.80 1.30  102.05 0.20 7.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  16 0    -999.00 -999.00 -999.00 -999.00 -999.00 3.30  98.70 1.60  101.99 0.20 0.30   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  17 0    -999.00 -999.00 -999.00 -999.00 -999.00 2.40  97.80 1.90  101.93 0.10 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  18 0    -999.00 -999.00 -999.00 -999.00 -999.00 4.00  97.60 1.90  101.89 0.40 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  19 0    -999.00 -999.00 -999.00 -999.00 -999.00 3.60  98.30 2.00  101.84 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  20 0    -999.00 -999.00 -999.00 -999.00 -999.00 3.10  96.30 2.00  101.79 0.20 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  21 0    -999.00 -999.00 -999.00 -999.00 -999.00 3.10  97.40 2.00  101.71 0.20 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  22 0    -999.00 -999.00 -999.00 -999.00 -999.00 3.60  98.90 2.20  101.62 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 47  23 0    -999.00 -999.00 -999.00 -999.00 -999.00 3.90  99.10 2.80  101.56 0.10 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  0  0    -999.00 -999.00 -999.00 -999.00 -999.00 4.80  98.20 2.90  101.49 0.10 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  1  0    -999.00 -999.00 -999.00 -999.00 -999.00 4.60  97.20 3.20  101.40 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  2  0    -999.00 -999.00 -999.00 -999.00 -999.00 5.10  93.90 3.30  101.31 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  3  0    -999.00 -999.00 -999.00 -999.00 -999.00 3.90  93.70 2.30  101.25 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  4  0    -999.00 -999.00 -999.00 -999.00 -999.00 3.40  96.00 2.20  101.21 0.00 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  5  0    -999.00 -999.00 -999.00 -999.00 -999.00 3.80  97.20 1.40  101.17 0.10 0.00   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  6  0    -999.00 -999.00 -999.00 -999.00 -999.00 3.70  98.10 1.30  101.18 0.10 0.70   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  7  0    -999.00 -999.00 -999.00 -999.00 -999.00 2.80  98.10 1.00  101.19 0.00 9.80   -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  8  0    -999.00 -999.00 -999.00 -999.00 -999.00 2.40  97.80 1.20  101.16 0.00 28.10  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  9  0    -999.00 -999.00 -999.00 -999.00 -999.00 3.10  96.70 1.30  101.17 0.10 57.50  -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  10 0    -999.00 -999.00 -999.00 -999.00 -999.00 2.60  95.00 1.90  101.19 0.10 127.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  11 0    -999.00 -999.00 -999.00 -999.00 -999.00 2.80  92.30 3.10  101.21 0.00 153.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2004 48  12 0    -999.00 -999.00 -999.00 -999.00 -999.00 3.90  90.70 3.70  101.20 0.00 149.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
