Year  DOY Hour  Min  Dectime     Kdown       Kup     Ldown       Lup     Tsurf        QN        QF        QS        QH        QE       Rain        Irr       Evap         RO      TotCh     SurfCh      State  NWtrState   Drainage       SMD    Zenith   Azimuth   AlbBulk      Fcld       LAI     ustar        Lob        Fc        T2        Q2       U10
2012  362    3   55 362.1632    0.0000    0.0000  307.8450  351.0084    7.9400  -43.1634   34.4175  -49.9826   31.5141    9.7226   0.000000   0.000000   0.001173   0.000000  -0.001173  -0.001149  2799.9413   0.000000   0.000000   30.0014  128.6357   79.6044    0.1304    0.4539    0.0680    0.6563  -753.4495   15.4400    7.0412    6.6465    2.7866
2012  362    4    0 362.1667    0.0000    0.0000  307.8575  350.8679    7.9100  -43.0104   34.4175  -49.9084   31.6794    9.6360   0.000000   0.000000   0.001163   0.000000  -0.001163  -0.001139  2799.9401   0.000000   0.000000   30.0014  127.8700   80.6872    0.1304    0.4556    0.0680    0.6497  -729.3592   15.4398    7.0003    6.6329    2.7563
2012  362    4    5 362.1701    0.0000    0.0000  307.9199  350.7779    7.8900  -42.8580   34.7760  -49.8334   32.1712    9.5803   0.000000   0.000000   0.001156   0.000000  -0.001156  -0.001132  2799.9390   0.000000   0.000000   30.0015  127.1020   81.7562    0.1304    0.4572    0.0680    0.6420  -695.7089   15.5930    6.9587    6.6245    2.7204
2012  362    4   10 362.1736    0.0000    0.0000  307.9325  350.6375    7.8600  -42.7050   35.1345  -49.7571   32.6594    9.5271   0.000000   0.000000   0.001150   0.000000  -0.001150  -0.001126  2799.9379   0.000000   0.000000   30.0015  126.3319   82.8119    0.1304    0.4588    0.0680    0.6357  -667.6747   15.7461    6.9083    6.6108    2.6905
2012  362    4   15 362.1771    0.0000    0.0000  307.9343  350.4965    7.8300  -42.5622   35.4930  -49.6846   33.1458    9.4696   0.000000   0.000000   0.001143   0.000000  -0.001143  -0.001119  2799.9368   0.000000   0.000000   30.0015  125.5600   83.8553    0.1304    0.4604    0.0680    0.6280  -636.7100   15.8991    6.8562    6.5978    2.6546
2012  362    4   20 362.1806    0.0000    0.0000  307.9469  350.3562    7.8000  -42.4093   35.8515  -49.6062   33.6303    9.4181   0.000000   0.000000   0.001136   0.000000  -0.001136  -0.001112  2799.9356   0.000000   0.000000   30.0015  124.7867   84.8870    0.1304    0.4620    0.0680    0.6217  -610.9092   16.0522    6.8053    6.5842    2.6247
2012  362    4   25 362.1840    0.0000    0.0000  307.9596  350.2160    7.7700  -42.2564   36.2101  -49.5267   34.1199    9.3605   0.000000   0.000000   0.001129   0.000000  -0.001129  -0.001105  2799.9345   0.000000   0.000000   30.0016  124.0121   85.9077    0.1304    0.4636    0.0680    0.6141  -582.3446   16.2053    6.7525    6.5706    2.5888
2012  362    4   30 362.1875    0.0000    0.0000  307.9616  350.0751    7.7400  -42.1136   36.5686  -49.4511   34.5934    9.3126   0.000000   0.000000   0.001124   0.000000  -0.001124  -0.001100  2799.9334   0.000000   0.000000   30.0016  123.2366   86.9180    0.1304    0.4652    0.0680    0.6078  -558.6152   16.3584    6.7013    6.5577    2.5589
2012  362    4   35 362.1910    0.0000    0.0000  307.9766  350.0291    7.7300  -42.0525   36.9271  -49.4150   34.9903    9.2993   0.000000   0.000000   0.001122   0.000000  -0.001122  -0.001098  2799.9323   0.000000   0.000000   30.0016  122.4604   87.9186    0.1304    0.4658    0.0680    0.6028  -539.8469   16.5116    6.6736    6.5531    2.5350
2012  362    4   40 362.1944    0.0000    0.0000  307.8835  349.9761    7.7200  -42.0926   37.2856  -49.4287   35.3021    9.3196   0.000000   0.000000   0.001124   0.000000  -0.001124  -0.001100  2799.9312   0.000000   0.000000   30.0017  121.6837   88.9100    0.1304    0.4654    0.0680    0.6004  -529.0811   16.6648    6.6512    6.5491    2.5233
2012  362    4   45 362.1979    0.0000    0.0000  307.7903  349.9230    7.7100  -42.1327   37.6441  -49.4430   35.6144    9.3400   0.000000   0.000000   0.001127   0.000000  -0.001127  -0.001103  2799.9301   0.000000   0.000000   30.0017  120.9068   89.8929    0.1304    0.4650    0.0680    0.5981  -518.5796   16.8180    6.6290    6.5444    2.5115
2012  362    4   50 362.2014    0.0000    0.0000  307.6972  349.8700    7.7000  -42.1727   38.0026  -49.4579   35.9273    9.3605   0.000000   0.000000   0.001129   0.000000  -0.001129  -0.001105  2799.9290   0.000000   0.000000   30.0017  120.1300   90.8679    0.1304    0.4646    0.0680    0.5957  -508.2531   16.9712    6.6065    6.5404    2.4997
2012  362    4   55 362.2049    0.0000    0.0000  307.6042  349.8169    7.6900  -42.2128   38.3611  -49.4733   36.2406    9.3811   0.000000   0.000000   0.001132   0.000000  -0.001132  -0.001107  2799.9279   0.000000   0.000000   30.0017  119.3533   91.8354    0.1304    0.4642    0.0680    0.5933  -498.1799   17.1244    6.5841    6.5358    2.4879
2012  362    5    0 362.2083    0.0000    0.0000  307.5111  349.7639    7.6800  -42.2528   38.7197  -49.4894   36.5546    9.4017   0.000000   0.000000   0.001134   0.000000  -0.001134  -0.001110  2799.9268   0.000000   0.000000   30.0018  118.5771   92.7960    0.1304    0.4637    0.0680    0.5909  -488.2723   17.2776    6.5614    6.5318    2.4762
2012  362    5    5 362.2118    0.0000    0.0000  307.4073  349.7102    7.6700  -42.3028   40.5839  -49.5112   38.2404    9.5519   0.000000   0.000000   0.001152   0.000000  -0.001152  -0.001128  2799.9257   0.000000   0.000000   30.0018  117.8016   93.7502    0.1304    0.4632    0.0680    0.5882  -461.7688   18.0745    6.4966    6.5266    2.4599
2012  362    5   10 362.2153    0.0000    0.0000  307.3144  349.6572    7.6600  -42.3428   42.4482  -49.5289   39.9277    9.7066   0.000000   0.000000   0.001171   0.000000  -0.001171  -0.001146  2799.9245   0.000000   0.000000   30.0018  117.0270   94.6985    0.1304    0.4628    0.0680    0.5869  -440.2425   18.8714    6.4332    6.5222    2.4496
2012  362    5   15 362.2188    0.0000    0.0000  307.2215  349.6042    7.6500  -42.3827   44.3125  -49.5470   41.6155    9.8613   0.000000   0.000000   0.001190   0.000000  -0.001190  -0.001164  2799.9234   0.000000   0.000000   30.0019  116.2535   95.6414    0.1304    0.4624    0.0680    0.5855  -420.3767   19.6682    6.3697    6.5171    2.4393
2012  362    5   20 362.2222    0.0000    0.0000  307.1286  349.5512    7.6400  -42.4226   46.1768  -49.5658   43.3041   10.0158   0.000000   0.000000   0.001208   0.000000  -0.001208  -0.001182  2799.9222   0.000000   0.000000   30.0019  115.4813   96.5793    0.1304    0.4620    0.0680    0.5841  -401.9249   20.4651    6.3059    6.5126    2.4290
2012  362    5   25 362.2257    0.0000    0.0000  307.0357  349.4982    7.6300  -42.4625   48.0411  -49.5851   44.9934   10.1703   0.000000   0.000000   0.001227   0.000000  -0.001227  -0.001201  2799.9210   0.000000   0.000000   30.0019  114.7106   97.5127    0.1304    0.4616    0.0680    0.5827  -384.7987   21.2620    6.2421    6.5075    2.4185
2012  362    5   30 362.2292    0.0000    0.0000  306.9428  349.4452    7.6200  -42.5023   49.9053  -49.6051   46.6834   10.3247   0.000000   0.000000   0.001246   0.000000  -0.001246  -0.001219  2799.9198   0.000000   0.000000   30.0020  113.9416   98.4420    0.1304    0.4612    0.0680    0.5813  -368.8026   22.0589    6.1779    6.5031    2.4081
2012  362    5   35 362.2326    0.0000    0.0000  306.8931  349.3950    7.6100  -42.5019   51.7696  -49.6065   48.3970   10.4772   0.000000   0.000000   0.001264   0.000000  -0.001264  -0.001237  2799.9185   0.000000   0.000000   30.0020  113.1745   99.3676    0.1304    0.4612    0.0680    0.5812  -356.1408   22.8558    6.1152    6.4981    2.4036
2012  362    5   40 362.2361    0.0000    0.0000  306.8368  349.2975    7.5900  -42.4607   53.6339  -49.5892   50.1346   10.6278   0.000000   0.000000   0.001282   0.000000  -0.001282  -0.001255  2799.9173   0.000000   0.000000   30.0020  112.4096  100.2899    0.1304    0.4616    0.0680    0.5836  -348.7277   23.6526    6.0463    6.4893    2.4113
2012  362    5   45 362.2396    0.0000    0.0000  306.7805  349.2000    7.5700  -42.4195   55.4982  -49.5733   51.8742   10.7778   0.000000   0.000000   0.001300   0.000000  -0.001300  -0.001273  2799.9160   0.000000   0.000000   30.0020  111.6469  101.2094    0.1304    0.4621    0.0680    0.5860  -341.8027   24.4494    5.9777    6.4800    2.4190
2012  362    5   50 362.2431    0.0000    0.0000  306.7241  349.1025    7.5500  -42.3784   57.3625  -49.5587   53.6156   10.9272   0.000000   0.000000   0.001318   0.000000  -0.001318  -0.001290  2799.9147   0.000000   0.000000   30.0021  110.8868  102.1263    0.1304    0.4625    0.0680    0.5884  -335.2718   25.2462    5.9092    6.4713    2.4267
2012  362    5   55 362.2465    0.0000    0.0000  306.6678  349.0051    7.5300  -42.3373   59.2267  -49.5453   55.3588   11.0760   0.000000   0.000000   0.001336   0.000000  -0.001336  -0.001308  2799.9134   0.000000   0.000000   30.0021  110.1294  103.0410    0.1304    0.4630    0.0680    0.5908  -329.1251   26.0430    5.8408    6.4626    2.4343
2012  362    6    0 362.2500    0.0000    0.0000  306.6115  348.9076    7.5100  -42.2961   61.0910  -49.5331   57.1038   11.2242   0.000000   0.000000   0.001354   0.000000  -0.001354  -0.001326  2799.9121   0.000000   0.000000   30.0021  109.3748  103.9540    0.1304    0.4634    0.0680    0.5932  -323.3547   26.8399    5.7728    6.4533    2.4418
2012  362    6    5 362.2535    0.0000    0.0000  306.5660  348.8109    7.4900  -42.2450   64.6045  -49.5171   60.3641   11.5125   0.000000   0.000000   0.001389   0.000000  -0.001389  -0.001360  2799.9107   0.000000   0.000000   30.0022  108.6234  104.8656    0.1304    0.4640    0.0680    0.5964  -311.6283   28.3417    5.6612    6.4442    2.4506
2012  362    6   10 362.2569    0.0000    0.0000  306.5096  348.7135    7.4700  -42.2039   68.1179  -49.5072   63.6199   11.8012   0.000000   0.000000   0.001424   0.000000  -0.001424  -0.001394  2799.9093   0.000000   0.000000   30.0022  107.8752  105.7760    0.1304    0.4644    0.0680    0.5996  -301.0569   29.8435    5.5504    6.4344    2.4593
2012  362    6   15 362.2604    0.0000    0.0000  306.4533  348.6162    7.4500  -42.1628   71.6314  -49.4985   66.8784   12.0887   0.000000   0.000000   0.001458   0.000000  -0.001458  -0.001428  2799.9079   0.000000   0.000000   30.0022  107.1305  106.6857    0.1304    0.4649    0.0680    0.6028  -291.4206   31.3453    5.4400    6.4254    2.4679
2012  362    6   20 362.2639    0.0000    0.0000  306.3970  348.5188    7.4300  -42.1218   75.1448  -49.4911   70.1393   12.3748   0.000000   0.000000   0.001493   0.000000  -0.001493  -0.001462  2799.9064   0.000000   0.000000   30.0023  106.3895  107.5949    0.1304    0.4653    0.0680    0.6059  -282.6174   32.8471    5.3301    6.4163    2.4763
2012  362    6   25 362.2674    0.0000    0.0000  306.3408  348.4215    7.4100  -42.0807   78.6583  -49.4850   73.4031   12.6595   0.000000   0.000000   0.001527   0.000000  -0.001527  -0.001496  2799.9049   0.000000   0.000000   30.0023  105.6524  108.5040    0.1304    0.4658    0.0680    0.6089  -274.5631   34.3489    5.2209    6.4066    2.4847
2012  362    6   30 362.2708    0.0000    0.0000  306.2845  348.3242    7.3900  -42.0397   82.1717  -49.4801   76.6690   12.9431   0.000000   0.000000   0.001561   0.000000  -0.001561  -0.001530  2799.9034   0.000000   0.000000   30.0024  104.9193  109.4132    0.1304    0.4662    0.0680    0.6119  -267.1291   35.8507    5.1119    6.3976    2.4930
