#iy	id	it	imin	Tiair	Tsurf	Troof	Troad	Twall	Twall_n	Twall_e	Twall_s	Twall_w
2015	250	4	0	19.33	3.43	3.43	3.43	3.43	3.43	3.43	3.43	3.43
2015	250	4	30	19.36	3.69	3.69	3.69	3.69	3.69	3.69	3.69	3.69
2015	250	5	0	19.27	4.17	4.17	4.17	4.17	4.17	4.17	4.17	4.17
2015	250	5	30	19.23	3.44	3.44	3.44	3.44	3.44	3.44	3.44	3.44
2015	250	6	0	19.32	3.37	3.37	3.37	3.37	3.37	3.37	3.37	3.37
2015	250	6	30	19.36	4.26	4.26	4.26	4.26	4.26	4.26	4.26	4.26
2015	250	7	0	19.47	4.82	4.82	4.82	4.82	4.82	4.82	4.82	4.82
2015	250	7	30	19.7	6.73	6.73	6.73	6.73	6.73	6.73	6.73	6.73
2015	250	8	0	19.88	10.27	10.27	10.27	10.27	10.27	10.27	10.27	10.27
2015	250	8	30	20.16	13.47	13.47	13.47	13.47	13.47	13.47	13.47	13.47
2015	250	9	0	20.41	15.73	15.73	15.73	15.73	15.73	15.73	15.73	15.73
2015	250	9	30	20.55	18.46	18.46	18.46	18.46	18.46	18.46	18.46	18.46
2015	250	10	0	20.79	21.38	21.38	21.38	21.38	21.38	21.38	21.38	21.38
2015	250	10	30	21	24.23	24.23	24.23	24.23	24.23	24.23	24.23	24.23
2015	250	11	0	21.2	26.48	26.48	26.48	26.48	26.48	26.48	26.48	26.48
2015	250	11	30	21.35	28.25	28.25	28.25	28.25	28.25	28.25	28.25	28.25
2015	250	12	0	21.46	30.64	30.64	30.64	30.64	30.64	30.64	30.64	30.64
2015	250	12	30	21.52	29.33	29.33	29.33	29.33	29.33	29.33	29.33	29.33
2015	250	13	0	21.79	31.41	31.41	31.41	31.41	31.41	31.41	31.41	31.41
2015	250	13	30	21.84	32.45	32.45	32.45	32.45	32.45	32.45	32.45	32.45
2015	250	14	0	21.91	32.12	32.12	32.12	32.12	32.12	32.12	32.12	32.12
2015	250	14	30	21.96	30.82	30.82	30.82	30.82	30.82	30.82	30.82	30.82
2015	250	15	0	22.04	25.27	25.27	25.27	25.27	25.27	25.27	25.27	25.27
2015	250	15	30	21.99	27.85	27.85	27.85	27.85	27.85	27.85	27.85	27.85
2015	250	16	0	21.95	25.86	25.86	25.86	25.86	25.86	25.86	25.86	25.86
2015	250	16	30	21.85	23.47	23.47	23.47	23.47	23.47	23.47	23.47	23.47
2015	250	17	0	21.78	21.14	21.14	21.14	21.14	21.14	21.14	21.14	21.14
2015	250	17	30	21.64	19.70	19.70	19.70	19.70	19.70	19.70	19.70	19.70
2015	250	18	0	21.5	17.74	17.74	17.74	17.74	17.74	17.74	17.74	17.74
2015	250	18	30	21.33	15.46	15.46	15.46	15.46	15.46	15.46	15.46	15.46
2015	250	19	0	21.25	13.71	13.71	13.71	13.71	13.71	13.71	13.71	13.71
2015	250	19	30	21.12	13.68	13.68	13.68	13.68	13.68	13.68	13.68	13.68
2015	250	20	0	20.97	12.09	12.09	12.09	12.09	12.09	12.09	12.09	12.09
2015	250	20	30	20.87	12.50	12.50	12.50	12.50	12.50	12.50	12.50	12.50
2015	250	21	0	20.74	10.64	10.64	10.64	10.64	10.64	10.64	10.64	10.64
2015	250	21	30	20.63	8.89	8.89	8.89	8.89	8.89	8.89	8.89	8.89
2015	250	22	0	20.57	8.48	8.48	8.48	8.48	8.48	8.48	8.48	8.48
2015	250	22	30	20.47	9.75	9.75	9.75	9.75	9.75	9.75	9.75	9.75
2015	250	23	0	20.36	8.96	8.96	8.96	8.96	8.96	8.96	8.96	8.96
2015	250	23	30	20.27	8.72	8.72	8.72	8.72	8.72	8.72	8.72	8.72
2015	251	0	0	20.16	8.92	8.92	8.92	8.92	8.92	8.92	8.92	8.92
2015	251	0	30	20.14	8.96	8.96	8.96	8.96	8.96	8.96	8.96	8.96
2015	251	1	0	20.07	6.55	6.55	6.55	6.55	6.55	6.55	6.55	6.55
2015	251	1	30	19.94	4.59	4.59	4.59	4.59	4.59	4.59	4.59	4.59
2015	251	2	0	19.87	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32
2015	251	2	30	19.76	6.14	6.14	6.14	6.14	6.14	6.14	6.14	6.14
2015	251	3	0	19.74	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84
2015	251	3	30	19.67	5.02	5.02	5.02	5.02	5.02	5.02	5.02	5.02
2015	251	4	0	19.65	4.70	4.70	4.70	4.70	4.70	4.70	4.70	4.70
2015	251	4	30	19.57	5.59	5.59	5.59	5.59	5.59	5.59	5.59	5.59
2015	251	5	0	19.47	4.31	4.31	4.31	4.31	4.31	4.31	4.31	4.31
2015	251	5	30	19.49	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00
2015	251	6	0	19.56	2.37	2.37	2.37	2.37	2.37	2.37	2.37	2.37
2015	251	6	30	19.72	5.08	5.08	5.08	5.08	5.08	5.08	5.08	5.08
2015	251	7	0	19.8	6.19	6.19	6.19	6.19	6.19	6.19	6.19	6.19
2015	251	7	30	19.96	9.18	9.18	9.18	9.18	9.18	9.18	9.18	9.18
2015	251	8	0	20.18	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35
2015	251	8	30	20.45	13.60	13.60	13.60	13.60	13.60	13.60	13.60	13.60
2015	251	9	0	20.73	15.01	15.01	15.01	15.01	15.01	15.01	15.01	15.01
2015	251	9	30	20.99	19.65	19.65	19.65	19.65	19.65	19.65	19.65	19.65
2015	251	10	0	21.13	24.40	24.40	24.40	24.40	24.40	24.40	24.40	24.40
2015	251	10	30	21.31	28.05	28.05	28.05	28.05	28.05	28.05	28.05	28.05
2015	251	11	0	21.5	27.71	27.71	27.71	27.71	27.71	27.71	27.71	27.71
2015	251	11	30	21.64	31.27	31.27	31.27	31.27	31.27	31.27	31.27	31.27
2015	251	12	0	21.9	29.36	29.36	29.36	29.36	29.36	29.36	29.36	29.36
2015	251	12	30	22	26.89	26.89	26.89	26.89	26.89	26.89	26.89	26.89
2015	251	13	0	22.19	24.45	24.45	24.45	24.45	24.45	24.45	24.45	24.45
2015	251	13	30	22.31	26.80	26.80	26.80	26.80	26.80	26.80	26.80	26.80
2015	251	14	0	22.34	33.83	33.83	33.83	33.83	33.83	33.83	33.83	33.83
2015	251	14	30	22.47	34.72	34.72	34.72	34.72	34.72	34.72	34.72	34.72
2015	251	15	0	22.5	33.71	33.71	33.71	33.71	33.71	33.71	33.71	33.71
2015	251	15	30	22.51	31.96	31.96	31.96	31.96	31.96	31.96	31.96	31.96
2015	251	16	0	22.5	24.22	24.22	24.22	24.22	24.22	24.22	24.22	24.22
2015	251	16	30	22.5	24.96	24.96	24.96	24.96	24.96	24.96	24.96	24.96
2015	251	17	0	22.49	27.04	27.04	27.04	27.04	27.04	27.04	27.04	27.04
2015	251	17	30	22.47	23.29	23.29	23.29	23.29	23.29	23.29	23.29	23.29
2015	251	18	0	22.33	22.06	22.06	22.06	22.06	22.06	22.06	22.06	22.06
2015	251	18	30	22.17	20.16	20.16	20.16	20.16	20.16	20.16	20.16	20.16
2015	251	19	0	22.06	16.38	16.38	16.38	16.38	16.38	16.38	16.38	16.38
2015	251	19	30	21.94	13.69	13.69	13.69	13.69	13.69	13.69	13.69	13.69
2015	251	20	0	21.74	11.45	11.45	11.45	11.45	11.45	11.45	11.45	11.45
2015	251	20	30	21.47	9.41	9.41	9.41	9.41	9.41	9.41	9.41	9.41
2015	251	21	0	21.28	7.91	7.91	7.91	7.91	7.91	7.91	7.91	7.91
2015	251	21	30	21.06	7.05	7.05	7.05	7.05	7.05	7.05	7.05	7.05
2015	251	22	0	20.88	6.18	6.18	6.18	6.18	6.18	6.18	6.18	6.18
2015	251	22	30	20.75	5.80	5.80	5.80	5.80	5.80	5.80	5.80	5.80
2015	251	23	0	20.6	5.24	5.24	5.24	5.24	5.24	5.24	5.24	5.24
2015	251	23	30	20.46	4.95	4.95	4.95	4.95	4.95	4.95	4.95	4.95
2015	252	0	0	20.35	4.86	4.86	4.86	4.86	4.86	4.86	4.86	4.86
2015	252	0	30	20.27	4.12	4.12	4.12	4.12	4.12	4.12	4.12	4.12
2015	252	1	0	20.16	3.83	3.83	3.83	3.83	3.83	3.83	3.83	3.83
2015	252	1	30	20.05	3.68	3.68	3.68	3.68	3.68	3.68	3.68	3.68
2015	252	2	0	19.96	3.38	3.38	3.38	3.38	3.38	3.38	3.38	3.38
2015	252	2	30	19.89	3.31	3.31	3.31	3.31	3.31	3.31	3.31	3.31
2015	252	3	0	19.86	2.91	2.91	2.91	2.91	2.91	2.91	2.91	2.91
2015	252	3	30	19.79	2.76	2.76	2.76	2.76	2.76	2.76	2.76	2.76
2015	252	4	0	19.73	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93
2015	252	4	30	19.7	2.46	2.46	2.46	2.46	2.46	2.46	2.46	2.46
2015	252	5	0	19.69	2.62	2.62	2.62	2.62	2.62	2.62	2.62	2.62
2015	252	5	30	19.64	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41
2015	252	6	0	19.71	3.67	3.67	3.67	3.67	3.67	3.67	3.67	3.67
2015	252	6	30	19.78	4.03	4.03	4.03	4.03	4.03	4.03	4.03	4.03
2015	252	7	0	19.8	5.59	5.59	5.59	5.59	5.59	5.59	5.59	5.59
2015	252	7	30	19.97	8.41	8.41	8.41	8.41	8.41	8.41	8.41	8.41
2015	252	8	0	20.17	12.33	12.33	12.33	12.33	12.33	12.33	12.33	12.33
2015	252	8	30	20.4	14.75	14.75	14.75	14.75	14.75	14.75	14.75	14.75
2015	252	9	0	20.72	17.88	17.88	17.88	17.88	17.88	17.88	17.88	17.88
2015	252	9	30	21.02	21.54	21.54	21.54	21.54	21.54	21.54	21.54	21.54
2015	252	10	0	21.23	24.81	24.81	24.81	24.81	24.81	24.81	24.81	24.81
2015	252	10	30	21.42	27.58	27.58	27.58	27.58	27.58	27.58	27.58	27.58
2015	252	11	0	21.65	29.99	29.99	29.99	29.99	29.99	29.99	29.99	29.99
2015	252	11	30	21.9	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31
2015	252	12	0	22.06	33.61	33.61	33.61	33.61	33.61	33.61	33.61	33.61
2015	252	12	30	22.2	34.22	34.22	34.22	34.22	34.22	34.22	34.22	34.22
2015	252	13	0	22.38	35.10	35.10	35.10	35.10	35.10	35.10	35.10	35.10
2015	252	13	30	22.54	35.43	35.43	35.43	35.43	35.43	35.43	35.43	35.43
2015	252	14	0	22.64	35.15	35.15	35.15	35.15	35.15	35.15	35.15	35.15
2015	252	14	30	22.73	34.59	34.59	34.59	34.59	34.59	34.59	34.59	34.59
2015	252	15	0	22.78	34.80	34.80	34.80	34.80	34.80	34.80	34.80	34.80
2015	252	15	30	22.7	28.82	28.82	28.82	28.82	28.82	28.82	28.82	28.82
2015	252	16	0	22.69	25.46	25.46	25.46	25.46	25.46	25.46	25.46	25.46
2015	252	16	30	22.67	25.66	25.66	25.66	25.66	25.66	25.66	25.66	25.66
2015	252	17	0	22.61	22.15	22.15	22.15	22.15	22.15	22.15	22.15	22.15
2015	252	17	30	22.54	22.24	22.24	22.24	22.24	22.24	22.24	22.24	22.24
2015	252	18	0	22.43	18.90	18.90	18.90	18.90	18.90	18.90	18.90	18.90
2015	252	18	30	22.28	16.99	16.99	16.99	16.99	16.99	16.99	16.99	16.99
2015	252	19	0	22.12	14.98	14.98	14.98	14.98	14.98	14.98	14.98	14.98
2015	252	19	30	21.98	14.27	14.27	14.27	14.27	14.27	14.27	14.27	14.27
2015	252	20	0	21.83	14.56	14.56	14.56	14.56	14.56	14.56	14.56	14.56
2015	252	20	30	21.69	13.93	13.93	13.93	13.93	13.93	13.93	13.93	13.93
2015	252	21	0	21.56	12.88	12.88	12.88	12.88	12.88	12.88	12.88	12.88
2015	252	21	30	21.4	11.65	11.65	11.65	11.65	11.65	11.65	11.65	11.65
2015	252	22	0	21.23	11.17	11.17	11.17	11.17	11.17	11.17	11.17	11.17
2015	252	22	30	21.09	10.08	10.08	10.08	10.08	10.08	10.08	10.08	10.08
2015	252	23	0	20.98	10.09	10.09	10.09	10.09	10.09	10.09	10.09	10.09
2015	252	23	30	20.89	10.78	10.78	10.78	10.78	10.78	10.78	10.78	10.78
2015	253	0	0	20.76	10.63	10.63	10.63	10.63	10.63	10.63	10.63	10.63
2015	253	0	30	20.69	8.75	8.75	8.75	8.75	8.75	8.75	8.75	8.75
2015	253	1	0	20.58	6.23	6.23	6.23	6.23	6.23	6.23	6.23	6.23
2015	253	1	30	20.48	5.18	5.18	5.18	5.18	5.18	5.18	5.18	5.18
2015	253	2	0	20.32	4.62	4.62	4.62	4.62	4.62	4.62	4.62	4.62
2015	253	2	30	20.1	4.04	4.04	4.04	4.04	4.04	4.04	4.04	4.04
2015	253	3	0	19.98	3.49	3.49	3.49	3.49	3.49	3.49	3.49	3.49
2015	253	3	30	19.87	2.78	2.78	2.78	2.78	2.78	2.78	2.78	2.78
2015	253	4	0	19.84	2.22	2.22	2.22	2.22	2.22	2.22	2.22	2.22
2015	253	4	30	19.79	1.94	1.94	1.94	1.94	1.94	1.94	1.94	1.94
2015	253	5	0	19.7	1.48	1.48	1.48	1.48	1.48	1.48	1.48	1.48
2015	253	5	30	19.69	1.28	1.28	1.28	1.28	1.28	1.28	1.28	1.28
2015	253	6	0	19.67	1.38	1.38	1.38	1.38	1.38	1.38	1.38	1.38
2015	253	6	30	19.67	2.29	2.29	2.29	2.29	2.29	2.29	2.29	2.29
2015	253	7	0	19.69	3.60	3.60	3.60	3.60	3.60	3.60	3.60	3.60
2015	253	7	30	19.84	7.03	7.03	7.03	7.03	7.03	7.03	7.03	7.03
2015	253	8	0	20.07	12.01	12.01	12.01	12.01	12.01	12.01	12.01	12.01
2015	253	8	30	20.29	15.19	15.19	15.19	15.19	15.19	15.19	15.19	15.19
2015	253	9	0	20.6	17.91	17.91	17.91	17.91	17.91	17.91	17.91	17.91
2015	253	9	30	20.89	21.39	21.39	21.39	21.39	21.39	21.39	21.39	21.39
2015	253	10	0	21.07	25.07	25.07	25.07	25.07	25.07	25.07	25.07	25.07
2015	253	10	30	21.38	27.31	27.31	27.31	27.31	27.31	27.31	27.31	27.31
2015	253	11	0	21.54	29.87	29.87	29.87	29.87	29.87	29.87	29.87	29.87
2015	253	11	30	21.83	31.52	31.52	31.52	31.52	31.52	31.52	31.52	31.52
2015	253	12	0	21.99	32.91	32.91	32.91	32.91	32.91	32.91	32.91	32.91
2015	253	12	30	22.14	33.86	33.86	33.86	33.86	33.86	33.86	33.86	33.86
2015	253	13	0	22.23	34.34	34.34	34.34	34.34	34.34	34.34	34.34	34.34
2015	253	13	30	22.33	34.72	34.72	34.72	34.72	34.72	34.72	34.72	34.72
2015	253	14	0	22.33	34.13	34.13	34.13	34.13	34.13	34.13	34.13	34.13
2015	253	14	30	22.42	33.80	33.80	33.80	33.80	33.80	33.80	33.80	33.80
2015	253	15	0	22.4	32.70	32.70	32.70	32.70	32.70	32.70	32.70	32.70
2015	253	15	30	22.38	30.81	30.81	30.81	30.81	30.81	30.81	30.81	30.81
2015	253	16	0	22.42	28.95	28.95	28.95	28.95	28.95	28.95	28.95	28.95
2015	253	16	30	22.36	26.44	26.44	26.44	26.44	26.44	26.44	26.44	26.44
2015	253	17	0	22.26	23.90	23.90	23.90	23.90	23.90	23.90	23.90	23.90
2015	253	17	30	22.12	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00
2015	253	18	0	21.98	18.80	18.80	18.80	18.80	18.80	18.80	18.80	18.80
2015	253	18	30	21.83	16.79	16.79	16.79	16.79	16.79	16.79	16.79	16.79
2015	253	19	0	21.66	14.99	14.99	14.99	14.99	14.99	14.99	14.99	14.99
2015	253	19	30	21.52	13.99	13.99	13.99	13.99	13.99	13.99	13.99	13.99
2015	253	20	0	21.38	13.44	13.44	13.44	13.44	13.44	13.44	13.44	13.44
2015	253	20	30	21.21	13.14	13.14	13.14	13.14	13.14	13.14	13.14	13.14
2015	253	21	0	21.08	12.47	12.47	12.47	12.47	12.47	12.47	12.47	12.47
2015	253	21	30	20.94	12.31	12.31	12.31	12.31	12.31	12.31	12.31	12.31
2015	253	22	0	20.83	11.74	11.74	11.74	11.74	11.74	11.74	11.74	11.74
2015	253	22	30	20.73	10.44	10.44	10.44	10.44	10.44	10.44	10.44	10.44
2015	253	23	0	20.61	9.25	9.25	9.25	9.25	9.25	9.25	9.25	9.25
2015	253	23	30	20.54	7.71	7.71	7.71	7.71	7.71	7.71	7.71	7.71
2015	254	0	0	20.45	7.41	7.41	7.41	7.41	7.41	7.41	7.41	7.41
2015	254	0	30	20.35	6.26	6.26	6.26	6.26	6.26	6.26	6.26	6.26
2015	254	1	0	20.25	5.94	5.94	5.94	5.94	5.94	5.94	5.94	5.94
2015	254	1	30	20.15	5.42	5.42	5.42	5.42	5.42	5.42	5.42	5.42
2015	254	2	0	20.07	7.08	7.08	7.08	7.08	7.08	7.08	7.08	7.08
2015	254	2	30	19.97	7.62	7.62	7.62	7.62	7.62	7.62	7.62	7.62
2015	254	3	0	19.87	7.73	7.73	7.73	7.73	7.73	7.73	7.73	7.73
2015	254	3	30	19.8	7.47	7.47	7.47	7.47	7.47	7.47	7.47	7.47
2015	254	4	0	19.74	7.15	7.15	7.15	7.15	7.15	7.15	7.15	7.15
2015	254	4	30	19.7	6.70	6.70	6.70	6.70	6.70	6.70	6.70	6.70
2015	254	5	0	19.68	6.31	6.31	6.31	6.31	6.31	6.31	6.31	6.31
2015	254	5	30	19.71	6.78	6.78	6.78	6.78	6.78	6.78	6.78	6.78
2015	254	6	0	19.67	6.84	6.84	6.84	6.84	6.84	6.84	6.84	6.84
2015	254	6	30	19.77	6.36	6.36	6.36	6.36	6.36	6.36	6.36	6.36
2015	254	7	0	19.98	7.07	7.07	7.07	7.07	7.07	7.07	7.07	7.07
2015	254	7	30	20.04	9.82	9.82	9.82	9.82	9.82	9.82	9.82	9.82
2015	254	8	0	20.31	12.19	12.19	12.19	12.19	12.19	12.19	12.19	12.19
2015	254	8	30	20.57	15.37	15.37	15.37	15.37	15.37	15.37	15.37	15.37
2015	254	9	0	20.8	19.15	19.15	19.15	19.15	19.15	19.15	19.15	19.15
2015	254	9	30	21.06	22.75	22.75	22.75	22.75	22.75	22.75	22.75	22.75
2015	254	10	0	21.3	25.77	25.77	25.77	25.77	25.77	25.77	25.77	25.77
2015	254	10	30	21.55	28.27	28.27	28.27	28.27	28.27	28.27	28.27	28.27
2015	254	11	0	21.77	28.83	28.83	28.83	28.83	28.83	28.83	28.83	28.83
2015	254	11	30	21.95	30.28	30.28	30.28	30.28	30.28	30.28	30.28	30.28
2015	254	12	0	22.11	29.89	29.89	29.89	29.89	29.89	29.89	29.89	29.89
2015	254	12	30	22.29	31.41	31.41	31.41	31.41	31.41	31.41	31.41	31.41
2015	254	13	0	22.42	30.56	30.56	30.56	30.56	30.56	30.56	30.56	30.56
2015	254	13	30	22.56	35.85	35.85	35.85	35.85	35.85	35.85	35.85	35.85
2015	254	14	0	22.72	34.44	34.44	34.44	34.44	34.44	34.44	34.44	34.44
2015	254	14	30	22.81	33.97	33.97	33.97	33.97	33.97	33.97	33.97	33.97
2015	254	15	0	22.88	34.23	34.23	34.23	34.23	34.23	34.23	34.23	34.23
2015	254	15	30	22.88	30.97	30.97	30.97	30.97	30.97	30.97	30.97	30.97
2015	254	16	0	22.83	28.55	28.55	28.55	28.55	28.55	28.55	28.55	28.55
2015	254	16	30	22.86	28.98	28.98	28.98	28.98	28.98	28.98	28.98	28.98
2015	254	17	0	22.85	27.08	27.08	27.08	27.08	27.08	27.08	27.08	27.08
2015	254	17	30	22.78	25.02	25.02	25.02	25.02	25.02	25.02	25.02	25.02
2015	254	18	0	22.65	22.29	22.29	22.29	22.29	22.29	22.29	22.29	22.29
2015	254	18	30	22.45	18.48	18.48	18.48	18.48	18.48	18.48	18.48	18.48
2015	254	19	0	22.29	14.20	14.20	14.20	14.20	14.20	14.20	14.20	14.20
2015	254	19	30	22.19	12.75	12.75	12.75	12.75	12.75	12.75	12.75	12.75
2015	254	20	0	22.09	13.14	13.14	13.14	13.14	13.14	13.14	13.14	13.14
2015	254	20	30	22.01	14.52	14.52	14.52	14.52	14.52	14.52	14.52	14.52
2015	254	21	0	21.82	14.64	14.64	14.64	14.64	14.64	14.64	14.64	14.64
2015	254	21	30	21.74	14.92	14.92	14.92	14.92	14.92	14.92	14.92	14.92
2015	254	22	0	21.59	14.21	14.21	14.21	14.21	14.21	14.21	14.21	14.21
2015	254	22	30	21.43	13.61	13.61	13.61	13.61	13.61	13.61	13.61	13.61
2015	254	23	0	21.33	13.63	13.63	13.63	13.63	13.63	13.63	13.63	13.63
2015	254	23	30	21.27	13.51	13.51	13.51	13.51	13.51	13.51	13.51	13.51
2015	255	0	0	21.17	14.72	14.72	14.72	14.72	14.72	14.72	14.72	14.72
2015	255	0	30	21.09	15.26	15.26	15.26	15.26	15.26	15.26	15.26	15.26
2015	255	1	0	21	15.11	15.11	15.11	15.11	15.11	15.11	15.11	15.11
2015	255	1	30	20.93	15.55	15.55	15.55	15.55	15.55	15.55	15.55	15.55
2015	255	2	0	20.91	14.08	14.08	14.08	14.08	14.08	14.08	14.08	14.08
2015	255	2	30	20.86	13.75	13.75	13.75	13.75	13.75	13.75	13.75	13.75
2015	255	3	0	20.8	13.58	13.58	13.58	13.58	13.58	13.58	13.58	13.58
2015	255	3	30	20.76	13.76	13.76	13.76	13.76	13.76	13.76	13.76	13.76
2015	255	4	0	20.67	13.39	13.39	13.39	13.39	13.39	13.39	13.39	13.39
2015	255	4	30	20.67	12.35	12.35	12.35	12.35	12.35	12.35	12.35	12.35
2015	255	5	0	20.67	12.68	12.68	12.68	12.68	12.68	12.68	12.68	12.68
2015	255	5	30	20.66	12.58	12.58	12.58	12.58	12.58	12.58	12.58	12.58
2015	255	6	0	20.66	12.64	12.64	12.64	12.64	12.64	12.64	12.64	12.64
2015	255	6	30	20.71	12.30	12.30	12.30	12.30	12.30	12.30	12.30	12.30
2015	255	7	0	20.86	12.88	12.88	12.88	12.88	12.88	12.88	12.88	12.88
2015	255	7	30	21.07	14.39	14.39	14.39	14.39	14.39	14.39	14.39	14.39
2015	255	8	0	21.29	17.48	17.48	17.48	17.48	17.48	17.48	17.48	17.48
2015	255	8	30	21.55	20.98	20.98	20.98	20.98	20.98	20.98	20.98	20.98
2015	255	9	0	21.84	22.45	22.45	22.45	22.45	22.45	22.45	22.45	22.45
2015	255	9	30	22.12	25.64	25.64	25.64	25.64	25.64	25.64	25.64	25.64
2015	255	10	0	22.38	29.69	29.69	29.69	29.69	29.69	29.69	29.69	29.69
2015	255	10	30	22.73	32.01	32.01	32.01	32.01	32.01	32.01	32.01	32.01
2015	255	11	0	22.91	29.76	29.76	29.76	29.76	29.76	29.76	29.76	29.76
2015	255	11	30	23.08	35.63	35.63	35.63	35.63	35.63	35.63	35.63	35.63
2015	255	12	0	23.16	37.71	37.71	37.71	37.71	37.71	37.71	37.71	37.71
2015	255	12	30	23.3	37.73	37.73	37.73	37.73	37.73	37.73	37.73	37.73
2015	255	13	0	23.4	38.57	38.57	38.57	38.57	38.57	38.57	38.57	38.57
2015	255	13	30	23.54	33.84	33.84	33.84	33.84	33.84	33.84	33.84	33.84
2015	255	14	0	23.59	34.94	34.94	34.94	34.94	34.94	34.94	34.94	34.94
2015	255	14	30	23.66	36.83	36.83	36.83	36.83	36.83	36.83	36.83	36.83
2015	255	15	0	23.53	33.16	33.16	33.16	33.16	33.16	33.16	33.16	33.16
2015	255	15	30	23.33	33.05	33.05	33.05	33.05	33.05	33.05	33.05	33.05
2015	255	16	0	23.16	34.19	34.19	34.19	34.19	34.19	34.19	34.19	34.19
2015	255	16	30	22.86	27.01	27.01	27.01	27.01	27.01	27.01	27.01	27.01
2015	255	17	0	21.96	24.79	24.79	24.79	24.79	24.79	24.79	24.79	24.79
2015	255	17	30	21.95	22.42	22.42	22.42	22.42	22.42	22.42	22.42	22.42
2015	255	18	0	21.93	17.66	17.66	17.66	17.66	17.66	17.66	17.66	17.66
2015	255	18	30	21.84	16.72	16.72	16.72	16.72	16.72	16.72	16.72	16.72
2015	255	19	0	21.73	16.31	16.31	16.31	16.31	16.31	16.31	16.31	16.31
2015	255	19	30	21.66	15.84	15.84	15.84	15.84	15.84	15.84	15.84	15.84
2015	255	20	0	21.6	15.56	15.56	15.56	15.56	15.56	15.56	15.56	15.56
2015	255	20	30	21.53	15.62	15.62	15.62	15.62	15.62	15.62	15.62	15.62
2015	255	21	0	21.48	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65
2015	255	21	30	21.44	15.60	15.60	15.60	15.60	15.60	15.60	15.60	15.60
2015	255	22	0	21.35	15.49	15.49	15.49	15.49	15.49	15.49	15.49	15.49
2015	255	22	30	21.28	15.50	15.50	15.50	15.50	15.50	15.50	15.50	15.50
2015	255	23	0	21.21	15.37	15.37	15.37	15.37	15.37	15.37	15.37	15.37
2015	255	23	30	21.13	15.21	15.21	15.21	15.21	15.21	15.21	15.21	15.21
2015	256	0	0	21.09	15.16	15.16	15.16	15.16	15.16	15.16	15.16	15.16
2015	256	0	30	21.08	15.03	15.03	15.03	15.03	15.03	15.03	15.03	15.03
2015	256	1	0	21.02	14.93	14.93	14.93	14.93	14.93	14.93	14.93	14.93
2015	256	1	30	21	15.07	15.07	15.07	15.07	15.07	15.07	15.07	15.07
2015	256	2	0	20.99	15.20	15.20	15.20	15.20	15.20	15.20	15.20	15.20
2015	256	2	30	20.96	15.24	15.24	15.24	15.24	15.24	15.24	15.24	15.24
2015	256	3	0	20.96	15.21	15.21	15.21	15.21	15.21	15.21	15.21	15.21
2015	256	3	30	20.95	15.32	15.32	15.32	15.32	15.32	15.32	15.32	15.32
2015	256	4	0	20.94	15.56	15.56	15.56	15.56	15.56	15.56	15.56	15.56
2015	256	4	30	20.96	15.53	15.53	15.53	15.53	15.53	15.53	15.53	15.53
2015	256	5	0	20.94	15.39	15.39	15.39	15.39	15.39	15.39	15.39	15.39
2015	256	5	30	20.98	15.24	15.24	15.24	15.24	15.24	15.24	15.24	15.24
2015	256	6	0	20.99	15.29	15.29	15.29	15.29	15.29	15.29	15.29	15.29
2015	256	6	30	21.01	15.37	15.37	15.37	15.37	15.37	15.37	15.37	15.37
2015	256	7	0	21.04	15.50	15.50	15.50	15.50	15.50	15.50	15.50	15.50
2015	256	7	30	21.1	15.97	15.97	15.97	15.97	15.97	15.97	15.97	15.97
2015	256	8	0	21.23	16.49	16.49	16.49	16.49	16.49	16.49	16.49	16.49
2015	256	8	30	21.4	17.15	17.15	17.15	17.15	17.15	17.15	17.15	17.15
2015	256	9	0	21.65	19.94	19.94	19.94	19.94	19.94	19.94	19.94	19.94
2015	256	9	30	21.84	21.85	21.85	21.85	21.85	21.85	21.85	21.85	21.85
2015	256	10	0	21.96	23.50	23.50	23.50	23.50	23.50	23.50	23.50	23.50
2015	256	10	30	22.07	25.71	25.71	25.71	25.71	25.71	25.71	25.71	25.71
2015	256	11	0	22	23.72	23.72	23.72	23.72	23.72	23.72	23.72	23.72
2015	256	11	30	21.97	24.52	24.52	24.52	24.52	24.52	24.52	24.52	24.52
2015	256	12	0	22.24	24.69	24.69	24.69	24.69	24.69	24.69	24.69	24.69
2015	256	12	30	22.54	25.06	25.06	25.06	25.06	25.06	25.06	25.06	25.06
2015	256	13	0	22.71	25.29	25.29	25.29	25.29	25.29	25.29	25.29	25.29
2015	256	13	30	22.87	27.14	27.14	27.14	27.14	27.14	27.14	27.14	27.14
2015	256	14	0	23.06	28.94	28.94	28.94	28.94	28.94	28.94	28.94	28.94
2015	256	14	30	23.18	31.61	31.61	31.61	31.61	31.61	31.61	31.61	31.61
